1.6,-0.6,-1.2,1.6
1.7,1.7,0.6,1.2
1.5,-1.8,1.6,0.9
-1.7,1.3,-0.1,-1.2
-1.7,1.8,-1.9,-0.7
-1.8,-2,-0.5,-0.9
-1.4,1.6,1,0.7
